dataset,model,seed,label_ratio,epochs,aux_loss_weight,accuracy,precision,recall,f1,macro_f1,aupr,auroc,fpr,fnr,threshold,recall_at_fpr_1em04,f1_at_fpr_1em04,actual_fpr_at_1em04,threshold_at_fpr_1em04,recall_at_fpr_5em04,f1_at_fpr_5em04,actual_fpr_at_5em04,threshold_at_fpr_5em04,recall_at_fpr_1em03,f1_at_fpr_1em03,actual_fpr_at_1em03,threshold_at_fpr_1em03
ctt_test01,transformer,2026,0.01,15,0.2,0.9813229981410684,1.0,0.4490429384376617,0.6197786504819707,0.8051025071940071,0.8012451259197759,0.9541274117712563,0.0,0.5509570615623384,0.5734264612197889,0.7082255561303673,0.8286924939467312,3.6304888453230226e-05,0.5349262356758118,0.710812209001552,0.8254731150495644,0.0003993537729855325,0.5078802704811096,0.7128815312984997,0.8204822863947604,0.0008713173228775254,0.4991762042045593
ctt_test01,concat_fusion,2026,0.01,15,0.2,0.9824629090526463,1.0,0.4826694257630626,0.6510816468946267,0.8210435308174765,0.8285115099718813,0.9525033502434667,0.0,0.5173305742369374,0.433756598830225,0.768235902741852,0.8679135008766802,7.260977690646045e-05,0.4085070490837097,0.7718572167615106,0.8674418604651163,0.0002722866633992267,0.40279877185821533,0.7728918779099845,0.8633342964461138,0.0006171831037049139,0.3990577161312103
ctt_test01,cmf_can,2026,0.01,15,0.2,0.9879344814282207,0.9655946148092744,0.6678737713398862,0.7896024464831805,0.8916958013916976,0.899917462188065,0.9778851814611014,0.0008350124344242953,0.3321262286601138,0.32543168783187865,0.44024831867563374,0.6102545715310148,9.076222113307556e-05,0.3415590822696686,0.5638903259182617,0.7147540983606557,0.000490115994118608,0.3312281668186188,0.6849456802897051,0.7995169082125605,0.0009983844324638312,0.3240617513656616
ctt_test01,transformer,2026,0.05,15,0.2,0.992809792711585,0.9780288763339611,0.8060010346611485,0.8837209302325582,0.9400055636522642,0.9075804635854859,0.972051508955029,0.0006353355479315289,0.19399896533885153,0.030462884157896063,0.7899637868598034,0.8813852813852814,9.076222113307556e-05,0.06390733271837234,0.8039317123642007,0.8849658314350797,0.00045381110566537785,0.035131461918354034,0.8111743404035179,0.8818897637795277,0.0009983844324638312,0.026267366483807564
ctt_test01,concat_fusion,2026,0.05,15,0.2,0.9940549261688472,0.9907635467980296,0.8323848939472323,0.9046949676693843,0.9508133666987395,0.9374129109546542,0.982233795274067,0.0002722866633992267,0.16761510605276772,0.06053128272294998,0.8199689601655458,0.8998013057053649,9.076222113307556e-05,0.07371267676353455,0.8473874806001035,0.9105058365758755,0.000490115994118608,0.05287416651844978,0.8665287118468702,0.9145509145509146,0.0009983844324638312,0.04332289472222328
ctt_test01,cmf_can,2026,0.05,15,0.2,0.9948090210795834,0.9951603145795523,0.851008794619762,0.9174567763524819,0.9573885123863479,0.9540703399864294,0.9867317840762158,0.0001452195538129209,0.14899120538023797,0.06093337461352433,0.8458354888773927,0.9154535274356104,7.260977690646045e-05,0.06653986126184464,0.8742886704604242,0.926027397260274,0.000490115994118608,0.04524967074394226,0.8861872736678738,0.9256957579032693,0.0009983844324638312,0.03721802681684494
ctt_test01,transformer,2026,0.1,15,0.2,0.9944056679877942,0.9987639060568603,0.8360062079668908,0.9101661503801746,0.953639544830698,0.9498774781245914,0.9785947513968297,3.6304888453230226e-05,0.16399379203310915,0.0007606593263335803,0.8489394723228143,0.917015926236379,9.076222113307556e-05,0.0005635859561152756,0.8691153647180548,0.9233305853256388,0.00047196354989199294,0.0004148453299421817,0.8861872736678738,0.9259459459459459,0.000980231988237216,0.00034956936724483967
ctt_test01,concat_fusion,2026,0.1,15,0.2,0.9952474483532672,0.9987995198079231,0.8608380755302638,0.9247013059183107,0.9611237979634562,0.9518727374680566,0.9836019383279487,3.6304888453230226e-05,0.13916192446973616,0.0028829611558467932,0.8753233316088981,0.9322314049586776,9.076222113307556e-05,0.002437852555885911,0.8954992240041386,0.937957193172582,0.000490115994118608,0.0019713661167770624,0.901189860320745,0.9350509930220074,0.0009257746555573708,0.0018141804030165076
ctt_test01,cmf_can,2026,0.1,15,0.2,0.9943179825330574,0.9987600743955363,0.8334195550957062,0.9086294416243654,0.9528486309282029,0.949159809398384,0.985683614241234,3.6304888453230226e-05,0.16658044490429386,0.038395126760006004,0.8484221417485773,0.9167132476243711,9.076222113307556e-05,0.03449208289384842,0.8701500258665287,0.9239219994507003,0.00047196354989199294,0.02846783958375454,0.8804966373512675,0.9224932249322493,0.0009983844324638312,0.026559794321656227
ctt_test01,transformer,2026,0.2,15,0.2,0.9944407421696889,1.0,0.8360062079668908,0.9106790645252184,0.9539050782149148,0.963519005253875,0.981347321176755,0.0,0.16399379203310915,6.640564766712905e-05,0.8846352819451629,0.9375,9.076222113307556e-05,2.66622009803541e-05,0.9027418520434558,0.941970310391363,0.000490115994118608,2.0896608475595713e-05,0.9141231246766683,0.9424,0.0009076222113307557,1.8188195099355653e-05
